ccode,statename,year,polity2,leadertransition,totaltransitions,wars,totalwaryears
91,Honduras,1905,0,0,2,0,0
91,Honduras,1906,0,0,2,1,1
91,Honduras,1907,,1,3,1,2
91,Honduras,1908,5,0,3,0,2
91,Honduras,1909,5,0,3,0,2
91,Honduras,1910,5,0,3,0,2
91,Honduras,1911,5,1,4,0,2
91,Honduras,1912,,1,5,0,2
91,Honduras,1913,5,1,6,0,2
91,Honduras,1914,5,0,6,0,2
91,Honduras,1915,5,1,7,0,2
91,Honduras,1916,5,1,8,0,2
91,Honduras,1917,5,0,8,0,2
91,Honduras,1918,5,0,8,0,2
91,Honduras,1919,,1,9,0,2
91,Honduras,1920,5,1,10,0,2
91,Honduras,1921,5,0,10,0,2
91,Honduras,1922,5,0,10,0,2
91,Honduras,1923,5,0,10,0,2
91,Honduras,1924,,1,11,0,2
91,Honduras,1925,5,1,12,0,2
91,Honduras,1926,5,0,12,0,2
91,Honduras,1927,5,0,12,0,2
91,Honduras,1928,5,0,12,0,2
91,Honduras,1929,5,1,13,0,2
91,Honduras,1930,5,0,13,0,2
91,Honduras,1931,5,0,13,0,2
91,Honduras,1932,5,0,13,0,2
91,Honduras,1933,5,1,14,0,2
91,Honduras,1934,5,0,14,0,2
91,Honduras,1935,5,0,14,0,2
91,Honduras,1936,-3,0,14,0,2
91,Honduras,1937,-3,0,14,0,2
91,Honduras,1938,-3,0,14,0,2
91,Honduras,1939,-3,0,14,0,2
91,Honduras,1940,-3,0,14,0,2
91,Honduras,1941,-3,0,14,0,2
91,Honduras,1942,-3,0,14,0,2
91,Honduras,1943,-3,0,14,0,2
91,Honduras,1944,-3,0,14,0,2
91,Honduras,1945,-3,0,14,0,2
91,Honduras,1946,-3,0,14,0,2
91,Honduras,1947,-3,0,14,0,2
91,Honduras,1948,-3,0,14,0,2
91,Honduras,1949,-3,1,15,0,2
91,Honduras,1950,-3,0,15,0,2
91,Honduras,1951,-3,0,15,0,2
91,Honduras,1952,-3,0,15,0,2
91,Honduras,1953,-3,0,15,0,2
91,Honduras,1954,-3,1,16,0,2
91,Honduras,1955,-3,0,16,0,2
91,Honduras,1956,-1,1,17,0,2
91,Honduras,1957,-1,1,18,0,2
91,Honduras,1958,-1,0,18,0,2
91,Honduras,1959,-1,0,18,0,2
91,Honduras,1960,-1,0,18,0,2
91,Honduras,1961,-1,0,18,0,2
91,Honduras,1962,-1,0,18,0,2
91,Honduras,1963,-1,1,19,0,2
91,Honduras,1964,-1,0,19,0,2
91,Honduras,1965,-1,0,19,0,2
91,Honduras,1966,-1,0,19,0,2
91,Honduras,1967,-1,0,19,0,2
91,Honduras,1968,-1,0,19,0,2
91,Honduras,1969,-1,0,19,1,3
91,Honduras,1970,-1,0,19,0,3
91,Honduras,1971,0,1,20,0,3
91,Honduras,1972,-1,1,21,0,3
91,Honduras,1973,-1,0,21,0,3
91,Honduras,1974,-1,0,21,0,3
91,Honduras,1975,-1,1,22,0,3
91,Honduras,1976,-1,0,22,0,3
91,Honduras,1977,-1,0,22,0,3
91,Honduras,1978,-1,1,23,0,3
91,Honduras,1979,-1,0,23,0,3
91,Honduras,1980,1,0,23,0,3
91,Honduras,1981,4,0,23,0,3
91,Honduras,1982,6,1,24,0,3
91,Honduras,1983,6,0,24,0,3
91,Honduras,1984,6,0,24,0,3
91,Honduras,1985,5,0,24,0,3
91,Honduras,1986,5,1,25,0,3
91,Honduras,1987,5,0,25,0,3
91,Honduras,1988,5,0,25,0,3
91,Honduras,1989,6,0,25,0,3
91,Honduras,1990,6,1,26,0,3
91,Honduras,1991,6,0,26,0,3
91,Honduras,1992,6,0,26,0,3
91,Honduras,1993,6,0,26,0,3
91,Honduras,1994,6,1,27,0,3
91,Honduras,1995,6,0,27,0,3
91,Honduras,1996,6,0,27,0,3
91,Honduras,1997,6,0,27,0,3
91,Honduras,1998,6,1,28,0,3
91,Honduras,1999,7,0,28,0,3
91,Honduras,2000,7,0,28,0,3
91,Honduras,2001,7,0,28,0,3
91,Honduras,2002,7,1,29,0,3
91,Honduras,2003,7,0,29,0,3
91,Honduras,2004,7,0,29,0,3
91,Honduras,2005,7,0,29,0,3
91,Honduras,2006,7,1,30,0,3
91,Honduras,2007,7,0,30,0,3
91,Honduras,2008,7,0,30,0,3
91,Honduras,2009,7,1,31,0,3
91,Honduras,2010,7,1,32,0,3
91,Honduras,2011,7,0,32,0,3
91,Honduras,2012,7,0,32,0,3
91,Honduras,2013,7,0,32,0,3
91,Honduras,2014,7,1,33,0,3
91,Honduras,2015,7,0,33,0,3
91,Honduras,2016,7,,33,0,3
91,Honduras,2017,5,,33,0,3
91,Honduras,2018,,,33,0,3
91,Honduras,2019,,,33,0,3
91,Honduras,2020,,,33,0,3
91,Honduras,2021,,,33,0,3
92,El Salvador,1875,-1,0,0,0,0
92,El Salvador,1876,-1,1,1,1,1
92,El Salvador,1877,-1,0,1,0,1
92,El Salvador,1878,-1,0,1,0,1
92,El Salvador,1879,-1,0,1,0,1
92,El Salvador,1880,-1,0,1,0,1
92,El Salvador,1881,-1,0,1,0,1
92,El Salvador,1882,-1,0,1,0,1
92,El Salvador,1883,-1,0,1,0,1
92,El Salvador,1884,-1,0,1,0,1
92,El Salvador,1885,-1,1,2,1,2
92,El Salvador,1886,-1,0,2,0,2
92,El Salvador,1887,-1,0,2,0,2
92,El Salvador,1888,-1,0,2,0,2
92,El Salvador,1889,-1,0,2,0,2
92,El Salvador,1890,-1,1,3,0,2
92,El Salvador,1891,-1,0,3,0,2
92,El Salvador,1892,-1,0,3,0,2
92,El Salvador,1893,-1,0,3,0,2
92,El Salvador,1894,-1,1,4,0,2
92,El Salvador,1895,-1,0,4,0,2
92,El Salvador,1896,-1,0,4,0,2
92,El Salvador,1897,-1,0,4,0,2
92,El Salvador,1898,-1,1,5,0,2
92,El Salvador,1899,-1,0,5,0,2
92,El Salvador,1900,-1,0,5,0,2
92,El Salvador,1901,-1,0,5,0,2
92,El Salvador,1902,-1,0,5,0,2
92,El Salvador,1903,-6,1,6,0,2
92,El Salvador,1904,-6,0,6,0,2
92,El Salvador,1905,-6,0,6,0,2
92,El Salvador,1906,-6,0,6,1,3
92,El Salvador,1907,-6,1,7,1,4
92,El Salvador,1908,-6,0,7,0,4
92,El Salvador,1909,-6,0,7,0,4
92,El Salvador,1910,-6,0,7,0,4
92,El Salvador,1911,-6,1,8,0,4
92,El Salvador,1912,-6,0,8,0,4
92,El Salvador,1913,-6,1,9,0,4
92,El Salvador,1914,-6,1,10,0,4
92,El Salvador,1915,-6,1,11,0,4
92,El Salvador,1916,-6,0,11,0,4
92,El Salvador,1917,-6,0,11,0,4
92,El Salvador,1918,-6,1,12,0,4
92,El Salvador,1919,-6,1,13,0,4
92,El Salvador,1920,-6,0,13,0,4
92,El Salvador,1921,-6,0,13,0,4
92,El Salvador,1922,-6,0,13,0,4
92,El Salvador,1923,-6,1,14,0,4
92,El Salvador,1924,-6,0,14,0,4
92,El Salvador,1925,-6,0,14,0,4
92,El Salvador,1926,-6,0,14,0,4
92,El Salvador,1927,-6,1,15,0,4
92,El Salvador,1928,-6,0,15,0,4
92,El Salvador,1929,-6,0,15,0,4
92,El Salvador,1930,-6,0,15,0,4
92,El Salvador,1931,-9,1,16,0,4
92,El Salvador,1932,-9,0,16,0,4
92,El Salvador,1933,-9,0,16,0,4
92,El Salvador,1934,-9,1,17,0,4
92,El Salvador,1935,-9,1,18,0,4
92,El Salvador,1936,-9,0,18,0,4
92,El Salvador,1937,-9,0,18,0,4
92,El Salvador,1938,-9,0,18,0,4
92,El Salvador,1939,-9,0,18,0,4
92,El Salvador,1940,-9,0,18,0,4
92,El Salvador,1941,-9,0,18,0,4
92,El Salvador,1942,-9,0,18,0,4
92,El Salvador,1943,-9,0,18,0,4
92,El Salvador,1944,-8,1,19,0,4
92,El Salvador,1945,-8,1,20,0,4
92,El Salvador,1946,-8,0,20,0,4
92,El Salvador,1947,-8,0,20,0,4
92,El Salvador,1948,-7,1,21,0,4
92,El Salvador,1949,-7,1,22,0,4
92,El Salvador,1950,-6,1,23,0,4
92,El Salvador,1951,-6,0,23,0,4
92,El Salvador,1952,-6,0,23,0,4
92,El Salvador,1953,-6,0,23,0,4
92,El Salvador,1954,-6,0,23,0,4
92,El Salvador,1955,-6,0,23,0,4
92,El Salvador,1956,-5,1,24,0,4
92,El Salvador,1957,-5,0,24,0,4
92,El Salvador,1958,-5,0,24,0,4
92,El Salvador,1959,-5,0,24,0,4
92,El Salvador,1960,-3,1,25,0,4
92,El Salvador,1961,-3,1,26,0,4
92,El Salvador,1962,-3,1,27,0,4
92,El Salvador,1963,-3,0,27,0,4
92,El Salvador,1964,0,0,27,0,4
92,El Salvador,1965,0,0,27,0,4
92,El Salvador,1966,0,0,27,0,4
92,El Salvador,1967,0,1,28,0,4
92,El Salvador,1968,0,0,28,0,4
92,El Salvador,1969,0,0,28,1,5
92,El Salvador,1970,0,0,28,0,5
92,El Salvador,1971,0,0,28,0,5
92,El Salvador,1972,-1,1,29,0,5
92,El Salvador,1973,-1,0,29,0,5
92,El Salvador,1974,-1,0,29,0,5
92,El Salvador,1975,-1,0,29,0,5
92,El Salvador,1976,-1,0,29,0,5
92,El Salvador,1977,-6,1,30,0,5
92,El Salvador,1978,-6,0,30,0,5
92,El Salvador,1979,-4,1,31,0,5
92,El Salvador,1980,-2,1,32,0,5
92,El Salvador,1981,0,0,32,0,5
92,El Salvador,1982,2,1,33,0,5
92,El Salvador,1983,4,0,33,0,5
92,El Salvador,1984,6,1,34,0,5
92,El Salvador,1985,6,0,34,0,5
92,El Salvador,1986,6,0,34,0,5
92,El Salvador,1987,6,0,34,0,5
92,El Salvador,1988,6,0,34,0,5
92,El Salvador,1989,6,1,35,0,5
92,El Salvador,1990,6,0,35,0,5
92,El Salvador,1991,7,0,35,0,5
92,El Salvador,1992,7,0,35,0,5
92,El Salvador,1993,7,0,35,0,5
92,El Salvador,1994,7,1,36,0,5
92,El Salvador,1995,7,0,36,0,5
92,El Salvador,1996,7,0,36,0,5
92,El Salvador,1997,7,0,36,0,5
92,El Salvador,1998,7,0,36,0,5
92,El Salvador,1999,7,1,37,0,5
92,El Salvador,2000,7,0,37,0,5
92,El Salvador,2001,7,0,37,0,5
92,El Salvador,2002,7,0,37,0,5
92,El Salvador,2003,7,0,37,0,5
92,El Salvador,2004,7,1,38,0,5
92,El Salvador,2005,7,0,38,0,5
92,El Salvador,2006,7,0,38,0,5
92,El Salvador,2007,7,0,38,0,5
92,El Salvador,2008,7,0,38,0,5
92,El Salvador,2009,8,1,39,0,5
92,El Salvador,2010,8,0,39,0,5
92,El Salvador,2011,8,0,39,0,5
92,El Salvador,2012,8,0,39,0,5
92,El Salvador,2013,8,0,39,0,5
92,El Salvador,2014,8,1,40,0,5
92,El Salvador,2015,8,0,40,0,5
92,El Salvador,2016,8,,40,0,5
92,El Salvador,2017,8,,40,0,5
92,El Salvador,2018,,,40,0,5
92,El Salvador,2019,,,40,0,5
92,El Salvador,2020,,,40,0,5
92,El Salvador,2021,,,40,0,5
93,Nicaragua,1900,-5,0,0,0,0
93,Nicaragua,1901,-5,0,0,0,0
93,Nicaragua,1902,-5,0,0,0,0
93,Nicaragua,1903,-5,0,0,0,0
93,Nicaragua,1904,-5,0,0,0,0
93,Nicaragua,1905,-5,0,0,0,0
93,Nicaragua,1906,-5,0,0,0,0
93,Nicaragua,1907,-5,0,0,1,1
93,Nicaragua,1908,-5,0,0,0,1
93,Nicaragua,1909,-3,1,1,0,1
93,Nicaragua,1910,-3,1,2,0,1
93,Nicaragua,1911,-3,1,3,0,1
93,Nicaragua,1912,-3,0,3,0,1
93,Nicaragua,1913,-3,0,3,0,1
93,Nicaragua,1914,-3,0,3,0,1
93,Nicaragua,1915,-3,0,3,0,1
93,Nicaragua,1916,-3,0,3,0,1
93,Nicaragua,1917,-3,0,3,0,1
93,Nicaragua,1918,-3,0,3,0,1
93,Nicaragua,1919,-3,0,3,0,1
93,Nicaragua,1920,-3,0,3,0,1
93,Nicaragua,1921,-3,0,3,0,1
93,Nicaragua,1922,-3,0,3,0,1
93,Nicaragua,1923,-3,1,4,0,1
93,Nicaragua,1924,-3,0,4,0,1
93,Nicaragua,1925,-3,0,4,0,1
93,Nicaragua,1926,,1,5,0,1
93,Nicaragua,1927,,0,5,0,1
93,Nicaragua,1928,-3,0,5,0,1
93,Nicaragua,1929,-3,1,6,0,1
93,Nicaragua,1930,-3,0,6,0,1
93,Nicaragua,1931,-3,0,6,0,1
93,Nicaragua,1932,-3,0,6,0,1
93,Nicaragua,1933,-3,0,6,0,1
93,Nicaragua,1934,-3,0,6,0,1
93,Nicaragua,1935,-3,0,6,0,1
93,Nicaragua,1936,-8,1,7,0,1
93,Nicaragua,1937,-8,0,7,0,1
93,Nicaragua,1938,-8,0,7,0,1
93,Nicaragua,1939,-8,0,7,0,1
93,Nicaragua,1940,-8,0,7,0,1
93,Nicaragua,1941,-8,0,7,0,1
93,Nicaragua,1942,-8,0,7,0,1
93,Nicaragua,1943,-8,0,7,0,1
93,Nicaragua,1944,-8,0,7,0,1
93,Nicaragua,1945,-8,0,7,0,1
93,Nicaragua,1946,-8,0,7,0,1
93,Nicaragua,1947,-8,0,7,0,1
93,Nicaragua,1948,-8,0,7,0,1
93,Nicaragua,1949,-8,0,7,0,1
93,Nicaragua,1950,-8,0,7,0,1
93,Nicaragua,1951,-8,0,7,0,1
93,Nicaragua,1952,-8,0,7,0,1
93,Nicaragua,1953,-8,0,7,0,1
93,Nicaragua,1954,-8,0,7,0,1
93,Nicaragua,1955,-8,0,7,0,1
93,Nicaragua,1956,-8,1,8,0,1
93,Nicaragua,1957,-8,0,8,0,1
93,Nicaragua,1958,-8,0,8,0,1
93,Nicaragua,1959,-8,0,8,0,1
93,Nicaragua,1960,-8,0,8,0,1
93,Nicaragua,1961,-8,0,8,0,1
93,Nicaragua,1962,-8,0,8,0,1
93,Nicaragua,1963,-8,1,9,0,1
93,Nicaragua,1964,-8,0,9,0,1
93,Nicaragua,1965,-8,0,9,0,1
93,Nicaragua,1966,-8,1,10,0,1
93,Nicaragua,1967,-8,1,11,0,1
93,Nicaragua,1968,-8,0,11,0,1
93,Nicaragua,1969,-8,0,11,0,1
93,Nicaragua,1970,-8,0,11,0,1
93,Nicaragua,1971,-8,0,11,0,1
93,Nicaragua,1972,-8,0,11,0,1
93,Nicaragua,1973,-8,0,11,0,1
93,Nicaragua,1974,-8,0,11,0,1
93,Nicaragua,1975,-8,0,11,0,1
93,Nicaragua,1976,-8,0,11,0,1
93,Nicaragua,1977,-8,0,11,0,1
93,Nicaragua,1978,-8,0,11,0,1
93,Nicaragua,1979,0,1,12,0,1
93,Nicaragua,1980,0,0,12,0,1
93,Nicaragua,1981,-5,0,12,0,1
93,Nicaragua,1982,-5,0,12,0,1
93,Nicaragua,1983,-5,0,12,0,1
93,Nicaragua,1984,-1,0,12,0,1
93,Nicaragua,1985,-1,0,12,0,1
93,Nicaragua,1986,-1,0,12,0,1
93,Nicaragua,1987,-1,0,12,0,1
93,Nicaragua,1988,-1,0,12,0,1
93,Nicaragua,1989,-1,0,12,0,1
93,Nicaragua,1990,6,1,13,0,1
93,Nicaragua,1991,6,0,13,0,1
93,Nicaragua,1992,6,0,13,0,1
93,Nicaragua,1993,6,0,13,0,1
93,Nicaragua,1994,6,0,13,0,1
93,Nicaragua,1995,8,0,13,0,1
93,Nicaragua,1996,8,0,13,0,1
93,Nicaragua,1997,8,1,14,0,1
93,Nicaragua,1998,8,0,14,0,1
93,Nicaragua,1999,8,0,14,0,1
93,Nicaragua,2000,8,0,14,0,1
93,Nicaragua,2001,8,0,14,0,1
93,Nicaragua,2002,8,1,15,0,1
93,Nicaragua,2003,8,0,15,0,1
93,Nicaragua,2004,8,0,15,0,1
93,Nicaragua,2005,8,0,15,0,1
93,Nicaragua,2006,8,0,15,0,1
93,Nicaragua,2007,9,1,16,0,1
93,Nicaragua,2008,9,0,16,0,1
93,Nicaragua,2009,9,0,16,0,1
93,Nicaragua,2010,9,0,16,0,1
93,Nicaragua,2011,9,0,16,0,1
93,Nicaragua,2012,9,0,16,0,1
93,Nicaragua,2013,9,0,16,0,1
93,Nicaragua,2014,9,0,16,0,1
93,Nicaragua,2015,9,0,16,0,1
93,Nicaragua,2016,6,,16,0,1
93,Nicaragua,2017,6,,16,0,1
93,Nicaragua,2018,,,16,0,1
93,Nicaragua,2019,,,16,0,1
93,Nicaragua,2020,,,16,0,1
93,Nicaragua,2021,,,16,0,1
94,Costa Rica,1920,10,0,0,0,0
94,Costa Rica,1921,10,0,0,0,0
94,Costa Rica,1922,10,0,0,0,0
94,Costa Rica,1923,10,0,0,0,0
94,Costa Rica,1924,10,1,1,0,0
94,Costa Rica,1925,10,0,1,0,0
94,Costa Rica,1926,10,0,1,0,0
94,Costa Rica,1927,10,0,1,0,0
94,Costa Rica,1928,10,1,2,0,0
94,Costa Rica,1929,10,0,2,0,0
94,Costa Rica,1930,10,0,2,0,0
94,Costa Rica,1931,10,0,2,0,0
94,Costa Rica,1932,10,1,3,0,0
94,Costa Rica,1933,10,0,3,0,0
94,Costa Rica,1934,10,0,3,0,0
94,Costa Rica,1935,10,0,3,0,0
94,Costa Rica,1936,10,1,4,0,0
94,Costa Rica,1937,10,0,4,0,0
94,Costa Rica,1938,10,0,4,0,0
94,Costa Rica,1939,10,0,4,0,0
94,Costa Rica,1940,10,1,5,0,0
94,Costa Rica,1941,10,0,5,0,0
94,Costa Rica,1942,10,0,5,0,0
94,Costa Rica,1943,10,0,5,0,0
94,Costa Rica,1944,10,1,6,0,0
94,Costa Rica,1945,10,0,6,0,0
94,Costa Rica,1946,10,0,6,0,0
94,Costa Rica,1947,10,0,6,0,0
94,Costa Rica,1948,10,1,7,0,0
94,Costa Rica,1949,10,1,8,0,0
94,Costa Rica,1950,10,0,8,0,0
94,Costa Rica,1951,10,0,8,0,0
94,Costa Rica,1952,10,0,8,0,0
94,Costa Rica,1953,10,1,9,0,0
94,Costa Rica,1954,10,0,9,0,0
94,Costa Rica,1955,10,0,9,0,0
94,Costa Rica,1956,10,0,9,0,0
94,Costa Rica,1957,10,0,9,0,0
94,Costa Rica,1958,10,1,10,0,0
94,Costa Rica,1959,10,0,10,0,0
94,Costa Rica,1960,10,0,10,0,0
94,Costa Rica,1961,10,0,10,0,0
94,Costa Rica,1962,10,1,11,0,0
94,Costa Rica,1963,10,0,11,0,0
94,Costa Rica,1964,10,0,11,0,0
94,Costa Rica,1965,10,0,11,0,0
94,Costa Rica,1966,10,1,12,0,0
94,Costa Rica,1967,10,0,12,0,0
94,Costa Rica,1968,10,0,12,0,0
94,Costa Rica,1969,10,0,12,0,0
94,Costa Rica,1970,10,1,13,0,0
94,Costa Rica,1971,10,0,13,0,0
94,Costa Rica,1972,10,0,13,0,0
94,Costa Rica,1973,10,0,13,0,0
94,Costa Rica,1974,10,1,14,0,0
94,Costa Rica,1975,10,0,14,0,0
94,Costa Rica,1976,10,0,14,0,0
94,Costa Rica,1977,10,0,14,0,0
94,Costa Rica,1978,10,1,15,0,0
94,Costa Rica,1979,10,0,15,0,0
94,Costa Rica,1980,10,0,15,0,0
94,Costa Rica,1981,10,0,15,0,0
94,Costa Rica,1982,10,1,16,0,0
94,Costa Rica,1983,10,0,16,0,0
94,Costa Rica,1984,10,0,16,0,0
94,Costa Rica,1985,10,0,16,0,0
94,Costa Rica,1986,10,1,17,0,0
94,Costa Rica,1987,10,0,17,0,0
94,Costa Rica,1988,10,0,17,0,0
94,Costa Rica,1989,10,0,17,0,0
94,Costa Rica,1990,10,1,18,0,0
94,Costa Rica,1991,10,0,18,0,0
94,Costa Rica,1992,10,0,18,0,0
94,Costa Rica,1993,10,0,18,0,0
94,Costa Rica,1994,10,1,19,0,0
94,Costa Rica,1995,10,0,19,0,0
94,Costa Rica,1996,10,0,19,0,0
94,Costa Rica,1997,10,0,19,0,0
94,Costa Rica,1998,10,1,20,0,0
94,Costa Rica,1999,10,0,20,0,0
94,Costa Rica,2000,10,0,20,0,0
94,Costa Rica,2001,10,0,20,0,0
94,Costa Rica,2002,10,1,21,0,0
94,Costa Rica,2003,10,0,21,0,0
94,Costa Rica,2004,10,0,21,0,0
94,Costa Rica,2005,10,0,21,0,0
94,Costa Rica,2006,10,1,22,0,0
94,Costa Rica,2007,10,0,22,0,0
94,Costa Rica,2008,10,0,22,0,0
94,Costa Rica,2009,10,0,22,0,0
94,Costa Rica,2010,10,1,23,0,0
94,Costa Rica,2011,10,0,23,0,0
94,Costa Rica,2012,10,0,23,0,0
94,Costa Rica,2013,10,0,23,0,0
94,Costa Rica,2014,10,1,24,0,0
94,Costa Rica,2015,10,0,24,0,0
94,Costa Rica,2016,10,,24,0,0
94,Costa Rica,2017,10,,24,0,0
94,Costa Rica,2018,,,24,0,0
94,Costa Rica,2019,,,24,0,0
94,Costa Rica,2020,,,24,0,0
94,Costa Rica,2021,,,24,0,0
95,Panama,1903,-3,0,0,0,0
95,Panama,1904,-3,1,1,0,0
95,Panama,1905,-3,0,1,0,0
95,Panama,1906,-3,0,1,0,0
95,Panama,1907,-3,0,1,0,0
95,Panama,1908,-3,1,2,0,0
95,Panama,1909,-3,0,2,0,0
95,Panama,1910,-3,1,3,0,0
95,Panama,1911,-3,0,3,0,0
95,Panama,1912,-3,1,4,0,0
95,Panama,1913,-3,0,4,0,0
95,Panama,1914,-3,0,4,0,0
95,Panama,1915,-3,0,4,0,0
95,Panama,1916,-3,1,5,0,0
95,Panama,1917,-3,0,5,0,0
95,Panama,1918,-3,1,6,0,0
95,Panama,1919,-3,0,6,0,0
95,Panama,1920,-3,0,6,0,0
95,Panama,1921,-3,0,6,0,0
95,Panama,1922,-3,0,6,0,0
95,Panama,1923,-3,0,6,0,0
95,Panama,1924,-3,1,7,0,0
95,Panama,1925,-3,0,7,0,0
95,Panama,1926,-3,0,7,0,0
95,Panama,1927,-3,0,7,0,0
95,Panama,1928,-3,1,8,0,0
95,Panama,1929,-3,0,8,0,0
95,Panama,1930,-3,0,8,0,0
95,Panama,1931,-3,1,9,0,0
95,Panama,1932,-3,1,10,0,0
95,Panama,1933,-3,0,10,0,0
95,Panama,1934,-3,0,10,0,0
95,Panama,1935,-3,0,10,0,0
95,Panama,1936,-3,1,11,0,0
95,Panama,1937,-3,0,11,0,0
95,Panama,1938,-3,0,11,0,0
95,Panama,1939,-3,1,12,0,0
95,Panama,1940,-3,1,13,0,0
95,Panama,1941,-3,1,14,0,0
95,Panama,1942,-3,0,14,0,0
95,Panama,1943,-3,0,14,0,0
95,Panama,1944,-3,0,14,0,0
95,Panama,1945,-3,1,15,0,0
95,Panama,1946,-3,0,15,0,0
95,Panama,1947,-3,0,15,0,0
95,Panama,1948,-3,1,16,0,0
95,Panama,1949,-1,1,17,0,0
95,Panama,1950,-1,0,17,0,0
95,Panama,1951,-1,1,18,0,0
95,Panama,1952,-1,1,19,0,0
95,Panama,1953,-1,0,19,0,0
95,Panama,1954,-1,0,19,0,0
95,Panama,1955,4,1,20,0,0
95,Panama,1956,4,1,21,0,0
95,Panama,1957,4,0,21,0,0
95,Panama,1958,4,0,21,0,0
95,Panama,1959,4,0,21,0,0
95,Panama,1960,4,1,22,0,0
95,Panama,1961,4,0,22,0,0
95,Panama,1962,4,0,22,0,0
95,Panama,1963,4,0,22,0,0
95,Panama,1964,4,1,23,0,0
95,Panama,1965,4,0,23,0,0
95,Panama,1966,4,0,23,0,0
95,Panama,1967,4,0,23,0,0
95,Panama,1968,-7,1,24,0,0
95,Panama,1969,-7,0,24,0,0
95,Panama,1970,-7,0,24,0,0
95,Panama,1971,-7,0,24,0,0
95,Panama,1972,-7,0,24,0,0
95,Panama,1973,-7,0,24,0,0
95,Panama,1974,-7,0,24,0,0
95,Panama,1975,-7,0,24,0,0
95,Panama,1976,-7,0,24,0,0
95,Panama,1977,-7,0,24,0,0
95,Panama,1978,-6,0,24,0,0
95,Panama,1979,-6,0,24,0,0
95,Panama,1980,-6,0,24,0,0
95,Panama,1981,-6,1,25,0,0
95,Panama,1982,-5,1,26,0,0
95,Panama,1983,-5,1,27,0,0
95,Panama,1984,-6,0,27,0,0
95,Panama,1985,-6,0,27,0,0
95,Panama,1986,-6,0,27,0,0
95,Panama,1987,-8,0,27,0,0
95,Panama,1988,-8,0,27,0,0
95,Panama,1989,8,0,27,0,0
95,Panama,1990,8,1,28,0,0
95,Panama,1991,8,0,28,0,0
95,Panama,1992,8,0,28,0,0
95,Panama,1993,8,0,28,0,0
95,Panama,1994,9,1,29,0,0
95,Panama,1995,9,0,29,0,0
95,Panama,1996,9,0,29,0,0
95,Panama,1997,9,0,29,0,0
95,Panama,1998,9,0,29,0,0
95,Panama,1999,9,1,30,0,0
95,Panama,2000,9,0,30,0,0
95,Panama,2001,9,0,30,0,0
95,Panama,2002,9,0,30,0,0
95,Panama,2003,9,0,30,0,0
95,Panama,2004,9,1,31,0,0
95,Panama,2005,9,0,31,0,0
95,Panama,2006,9,0,31,0,0
95,Panama,2007,9,0,31,0,0
95,Panama,2008,9,0,31,0,0
95,Panama,2009,9,1,32,0,0
95,Panama,2010,9,0,32,0,0
95,Panama,2011,9,0,32,0,0
95,Panama,2012,9,0,32,0,0
95,Panama,2013,9,0,32,0,0
95,Panama,2014,9,1,33,0,0
95,Panama,2015,9,0,33,0,0
95,Panama,2016,9,,33,0,0
95,Panama,2017,9,,33,0,0
95,Panama,2018,,,33,0,0
95,Panama,2019,,,33,0,0
95,Panama,2020,,,33,0,0
95,Panama,2021,,,33,0,0
100,Colombia,1831,-5,,0,0,0
100,Colombia,1832,2,,0,0,0
100,Colombia,1833,2,,0,0,0
100,Colombia,1834,2,,0,0,0
100,Colombia,1835,2,,0,0,0
100,Colombia,1836,2,,0,0,0
100,Colombia,1837,2,,0,0,0
100,Colombia,1838,2,,0,0,0
100,Colombia,1839,2,,0,0,0
100,Colombia,1840,2,,0,0,0
100,Colombia,1841,2,,0,0,0
100,Colombia,1842,2,,0,0,0
100,Colombia,1843,2,,0,0,0
100,Colombia,1844,2,,0,0,0
100,Colombia,1845,2,,0,0,0
100,Colombia,1846,2,,0,0,0
100,Colombia,1847,2,,0,0,0
100,Colombia,1848,2,,0,0,0
100,Colombia,1849,2,,0,0,0
100,Colombia,1850,2,,0,0,0
100,Colombia,1851,2,,0,0,0
100,Colombia,1852,2,,0,0,0
100,Colombia,1853,2,,0,0,0
100,Colombia,1854,2,,0,0,0
100,Colombia,1855,2,,0,0,0
100,Colombia,1856,2,,0,0,0
100,Colombia,1857,2,,0,0,0
100,Colombia,1858,2,,0,0,0
100,Colombia,1859,2,,0,0,0
100,Colombia,1860,0,,0,0,0
100,Colombia,1861,-5,,0,0,0
100,Colombia,1862,-5,,0,0,0
100,Colombia,1863,-5,,0,1,1
100,Colombia,1864,-5,,0,0,1
100,Colombia,1865,-5,,0,0,1
100,Colombia,1866,-5,,0,0,1
100,Colombia,1867,8,,0,0,1
100,Colombia,1868,8,,0,0,1
100,Colombia,1869,8,,0,0,1
100,Colombia,1870,8,,0,0,1
100,Colombia,1871,8,,0,0,1
100,Colombia,1872,8,,0,0,1
100,Colombia,1873,8,,0,0,1
100,Colombia,1874,8,0,0,0,1
100,Colombia,1875,8,0,0,0,1
100,Colombia,1876,8,1,1,0,1
100,Colombia,1877,8,0,1,0,1
100,Colombia,1878,8,1,2,0,1
100,Colombia,1879,8,0,2,0,1
100,Colombia,1880,8,1,3,0,1
100,Colombia,1881,8,0,3,0,1
100,Colombia,1882,8,1,4,0,1
100,Colombia,1883,8,0,4,0,1
100,Colombia,1884,8,1,5,0,1
100,Colombia,1885,8,0,5,0,1
100,Colombia,1886,-3,0,5,0,1
